"IPAddress","gen_StartDate","gen_EndDate","gen_TotalTimeSpentMinutes","gen_Gender","gen_Age","gen_Education","gen_Role","gen_Industry","gen_PageOneTimeMinutes","gen_PageOneNumberClicks","iq_Question1Response","iq_Question1CorrectAnswer","iq_Question2Response","iq_Question2CorrectAnswer","iq_Question3Response","iq_Question3CorrectAnswer","iq_TotalCorrect","iq_PercentageCorrect","iq_PageTwoTimeMinutes","iq_PageTwoNumberClicks","exp1_Treatment","exp1_Question1Response","exp1_Question1CorrectAnswer","exp1_Question2Response","exp1_Question2CorrectAnswer","exp1_Question3Response","exp1_Question3CorrectAnswer","exp1_Question4Response","exp1_Question4CorrectAnswer","exp1_TotalCorrect","exp1_PercentageCorrect","exp1_Question5Response","exp1_PageThreeTimeMinutes","exp1_PageThreeNumberClicks","exp1_PageFourTimeMinutes","exp1_PageFourNumberClicks","recall_Question1Response","recall_Question1CorrectAnswer","recall_Question2Response","recall_Question2CorrectAnswer","recall_Invalid","recall_TotalCorrect","recall_PercentageCorrect","recall_PageFiveTimeMinutes","recall_PageFiveNumberClicks","exp2_Treatment","exp2_DisplayedTreatment","exp2_Question1Response","exp2_Question2Response","exp2_Question2CorrectAnswer","exp2_Question3Response","exp2_Question3CorrectAnswer","exp2_Question4Response","exp2_Question4CorrectAnswer","exp2_TotalCorrect","exp2_PercentageCorrect","exp2_PageSixTimeMinutes","exp2_PageSixNumberClicks","exp2_PageSevenTimeMinutes","exp2_PageSevenNumberClicks","finalq_Question1Response","finalq_Question1CorrectAnswer","finalq_Question2Response","finalq_Question3Response","finalq_PercentageCorrect"
"97.124.162.68",2015-11-29 15:29:00,2015-11-29 15:39:00,10,"Female",58,"4-year College Degree","Manager","Financial Activities",0.759183333333333,7,"1",1,"4",1,"2",1,3,1,1.01211666666667,3,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",0.399716666666667,2,1.43891666666667,3,"6",1,"6",1,0,2,1,0.23615,3,"No Log scatterplot",,"5","1",1,"2",1,"3",0,2,0.666666666666667,0.182016666666667,2,0.432833333333333,2,"1",0,"4","4",0
"73.4.81.175",2015-11-29 15:31:00,2015-11-29 15:40:00,9,"Male",21,"Some College","Employee","Leisure and Hospitality",0.3048,9,"1",1,"3",0,"2",1,2,0.666666666666667,1.78556666666667,14,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",0.257716666666667,2,1.05905,4,"5",0,"6",1,0,1,0.5,0.224,9,"Log scatterplot",,"4","1",1,"2",1,"3",0,2,0.666666666666667,1.74291666666667,3,0.47095,7,"3",0,"4","4",0
"24.97.242.162",2015-11-29 15:27:00,2015-11-29 15:40:00,13,"Female",35,"Some College","Manager","Professional and Business Services",1.7758,23,"4",0,"3",0,"4",0,0,0,1.12931666666667,12,,"3",1,"4",0,"3",1,"4",0,2,0.5,"1",1.90963333333333,23,1.20896666666667,13,"1",0,"1",0,0,0,0,0.85785,14,"No Log scatterplot",,"4","2",0,"2",1,"3",0,1,0.333333333333333,1.1508,16,0.60055,6,"3",0,"4","3",0
"99.47.88.218",2015-11-29 15:29:00,2015-11-29 15:40:00,11,"Female",53,"2-year College Degree","None of these apply","None of these apply",0.368183333333333,7,"1",1,"4",1,"1",0,2,0.666666666666667,1.8083,3,,"3",1,"4",0,"3",1,"4",0,2,0.5,"1",0.631,3,0.819433333333333,3,"6",1,"7",0,0,1,0.5,0.263583333333333,3,"Ordered Table",,"5","1",1,"2",1,"2",1,3,1,0.465233333333333,2,0.284466666666667,2,"1",0,"5","5",0
"24.126.116.173",2015-11-29 15:27:00,2015-11-29 15:40:00,13,"Male",29,"Some College","Manager","Education",0.65455,14,"1",1,"4",1,"2",1,3,1,3.9633,17,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",1.26483333333333,7,1.87983333333333,19,"1",0,"5",0,0,0,0,0.394833333333333,15,"Log scatterplot",,"4","1",1,"2",1,"3",0,2,0.666666666666667,2.87031666666667,14,0.5188,12,"1",0,"4","4",0
"73.239.35.38",2015-11-29 15:25:00,2015-11-29 15:41:00,16,"Male",26,"2-year College Degree","Employee","Professional and Business Services",0.280283333333333,7,"1",1,"1",0,"1",0,1,0.333333333333333,2.90941666666667,3,,"3",1,"3",1,"3",1,"3",0,3,0.75,"3",1.53841666666667,2,1.07473333333333,4,"6",1,"6",1,0,2,1,0.587083333333334,3,"Unordered Table",,"4","2",0,"1",0,"3",0,0,0,0.0852666666666666,3,0.0160666666666667,2,"1",0,"3","4",0
"70.195.136.79",2015-11-29 15:33:00,2015-11-29 15:41:00,8,"Male",31,"4-year College Degree","Manager","Natural Resources and Mining",0.570416666666667,7,"1",1,"1",0,"2",1,2,0.666666666666667,0.866066666666667,7,,"3",1,"2",0,"2",0,"2",0,1,0.25,"1",0.4694,3,0.71095,5,"6",1,"5",0,0,1,0.5,0.183066666666667,4,"Ordered Table",,"4","1",1,"2",1,"2",1,3,1,0.38925,4,0.122266666666667,2,"5",1,"5","5",1
"66.196.14.31",2015-11-29 15:28:00,2015-11-29 15:41:00,13,"Female",56,"High School / GED","None of these apply","None of these apply",0.372883333333333,7,"1",1,"1",0,"2",1,2,0.666666666666667,1.67543333333333,4,,"3",1,"3",1,"3",1,"3",0,3,0.75,"3",0.98755,2,1.31305,3,"6",1,"7",0,0,1,0.5,0.416866666666667,3,"Log scatterplot",,"4","3",0,"2",1,"2",1,2,0.666666666666667,0.425533333333333,2,1.29143333333333,3,"2",0,"4","5",0
"75.18.185.220",2015-11-29 15:28:00,2015-11-29 15:41:00,13,"Female",33,"Masters Degree","Manager","Education",1.7008,8,"1",1,"4",1,"2",1,3,1,1.26301666666667,6,,"3",1,"3",1,"3",1,"3",0,3,0.75,"2",0.666083333333333,2,0.95445,3,"6",1,"7",0,0,1,0.5,0.388933333333333,3,"No Log scatterplot",,"4","3",0,"3",0,"2",1,1,0.333333333333333,0.523116666666667,2,0.217916666666667,2,"5",1,"1","5",1
"73.129.85.49",2015-11-29 15:25:00,2015-11-29 15:41:00,16,"Female",48,"4-year College Degree","Employee","Health Care or Pharmecuticals",0.694,6,"1",1,"4",1,"1",0,2,0.666666666666667,1.8704,3,,"3",1,"4",0,"3",1,"4",0,2,0.5,"3",0.87815,2,1.40908333333333,3,"6",1,"6",1,0,2,1,0.591983333333333,4,"No Log scatterplot",,"5","1",1,"2",1,"4",0,2,0.666666666666667,0.511516666666667,2,0.912433333333333,2,"5",1,"5","4",1
"81.151.190.126",2015-11-29 15:34:00,2015-11-29 15:42:00,8,"Male",24,"4-year College Degree","Employee","None of these apply",0.831433333333333,8,"1",1,"4",1,"1",0,2,0.666666666666667,0.796966666666667,3,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",0.4521,2,0.469116666666667,3,"6",1,"7",0,0,1,0.5,0.327733333333333,3,"No Log scatterplot",,"4","1",1,"2",1,"1",0,2,0.666666666666667,0.320966666666667,2,0.263033333333333,2,"5",1,"4","3",1
"107.13.61.217",2015-11-29 15:33:00,2015-11-29 15:42:00,9,"Male",38,"4-year College Degree","Employee","Health Care or Pharmecuticals",0.276116666666667,9,"1",1,"4",1,"2",1,3,1,1.12738333333333,3,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",0.54425,2,0.74055,4,"5",0,"4",0,0,0,0,0.21775,5,"No Log scatterplot",,"2","1",1,"1",0,"2",1,2,0.666666666666667,0.209233333333333,4,0.695466666666667,4,"4",0,"4","4",0
"172.56.6.188",2015-11-29 15:25:00,2015-11-29 15:42:00,17,"Female",29,"High School / GED","Manager","None of these apply",0.8703,6,"1",1,"4",1,"1",0,2,0.666666666666667,0.664533333333333,3,,"3",1,"2",0,"3",1,"2",0,2,0.5,"3",1.58093333333333,3,1.79713333333333,3,"6",1,"6",1,0,2,1,0.460083333333333,3,"No Log scatterplot",,"3","1",1,"2",1,"2",1,3,1,0.844666666666666,2,0.347033333333333,2,"1",0,"4","3",0
"97.85.6.21",2015-11-29 15:20:00,2015-11-29 15:42:00,22,"Female",58,"Some College","Employee","None of these apply",0.835316666666667,8,"3",0,"4",1,"2",1,2,0.666666666666667,2.81125,6,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",0.608633333333334,3,2.4099,5,"6",1,"6",1,0,2,1,0.1939,3,"Ordered Table",,"3","1",1,"2",1,"2",1,3,1,1.96245,3,0.230533333333333,2,"5",1,"4","3",1
"68.226.132.179",2015-11-29 15:08:00,2015-11-29 15:42:00,34,"Female",28,"Some College","Manager","None of these apply",0.262066666666667,7,"1",1,"1",0,"1",0,1,0.333333333333333,1.65455,3,,"3",1,"2",0,"2",0,"2",0,1,0.25,"1",0.72655,2,1.15358333333333,3,"6",1,"6",1,0,2,1,0.4682,3,"No Log scatterplot",,"5","1",1,"2",1,"2",1,3,1,23.0228166666667,5,2.09643333333333,3,"5",1,"5","3",1
"73.139.55.226",2015-11-29 15:30:00,2015-11-29 15:43:00,13,"Female",31,"4-year College Degree","Manager","Health Care or Pharmecuticals",0.598483333333333,18,"1",1,"3",0,"1",0,1,0.333333333333333,1.5245,12,,"3",1,"3",1,"2",0,"3",0,2,0.5,"1",1.21865,11,0.774933333333333,9,"6",1,"6",1,0,2,1,0.157733333333333,8,"Unordered Table",,"3","1",1,"1",0,"2",1,2,0.666666666666667,1.72088333333333,11,0.945983333333333,7,"5",1,"4","3",1
"64.237.37.117",2015-11-29 15:24:00,2015-11-29 15:44:00,20,"Male",27,"Masters Degree","Employee","Trade, Transportation and Utilites",0.877466666666667,11,"1",1,"4",1,"2",1,3,1,4.82756666666667,11,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",2.16865,10,1.6832,10,"6",1,"6",1,0,2,1,3.6661,11,"Log scatterplot",,"4","1",1,"2",1,"2",1,3,1,2.8192,12,1.38278333333333,3,"5",1,"4","4",1
"72.9.28.126",2015-11-29 15:31:00,2015-11-29 15:45:00,14,"Female",43,"4-year College Degree","None of these apply","None of these apply",0.673916666666667,8,"1",1,"3",0,"1",0,1,0.333333333333333,0.910533333333333,5,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",0.3472,2,3.00321666666667,3,"6",1,"5",0,0,1,0.5,0.308266666666667,3,"No Log scatterplot",,"3","1",1,"2",1,"2",1,3,1,0.2107,2,1.13135,4,"5",1,"4","4",1
"173.187.241.145",2015-11-29 15:35:00,2015-11-29 15:45:00,10,"Female",42,"Some College","None of these apply","None of these apply",0.584683333333333,8,"1",1,"4",1,"2",1,3,1,0.9919,6,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",1.15223333333333,2,0.8453,3,"6",1,"6",1,0,2,1,0.2985,3,"Log scatterplot",,"4","3",0,"2",1,"3",0,1,0.333333333333333,0.26035,3,0.329316666666667,2,"5",1,"5","5",1
"23.116.177.139",2015-11-29 15:33:00,2015-11-29 15:46:00,13,"Female",35,"4-year College Degree","Manager","None of these apply",0.3811,8,"1",1,"4",1,"2",1,3,1,1.66723333333333,4,,"3",1,"2",0,"3",1,"2",0,2,0.5,"3",0.415183333333334,2,1.33865,3,"6",1,"7",0,0,1,0.5,0.20575,3,"Log scatterplot",,"4","1",1,"2",1,"3",0,2,0.666666666666667,2.23771666666667,2,0.278916666666667,3,"5",1,"4","3",1
"68.132.197.5",2015-11-29 15:35:00,2015-11-29 15:46:00,11,"Female",31,"2-year College Degree","None of these apply","None of these apply",0.37425,13,"1",1,"4",1,"1",0,2,0.666666666666667,1.04123333333333,12,,"3",1,"3",1,"2",0,"3",0,2,0.5,"1",1.89745,16,1.28555,11,"6",1,"7",0,0,1,0.5,0.502766666666667,8,"Log scatterplot",,"5","3",0,"2",1,"2",1,2,0.666666666666667,3.62308333333333,23,0.233616666666667,5,"3",0,"4","4",0
"104.235.84.161",2015-11-29 15:19:00,2015-11-29 15:47:00,28,"Female",50,"High School / GED","Employee","Leisure and Hospitality",0.47325,9,"1",1,"4",1,"2",1,3,1,1.25743333333333,3,,"3",1,"4",0,"3",1,"4",0,2,0.5,"1",0.420666666666667,2,0.932816666666667,3,"6",1,"6",1,0,2,1,0.40375,4,"No Log scatterplot",,"4","1",1,"1",0,"4",0,1,0.333333333333333,0.33535,2,0.348316666666667,2,"1",0,"4","4",0
"99.53.101.206",2015-11-29 15:27:00,2015-11-29 15:48:00,21,"Female",50,"High School / GED","Employee","Health Care or Pharmecuticals",0.429433333333333,15,"1",1,"4",1,"1",0,2,0.666666666666667,5.63961666666667,19,,"3",1,"1",0,"3",1,"1",1,3,0.75,"1",2.6169,10,1.58903333333333,6,"2",0,"5",0,0,0,0,2.45501666666667,13,"No Log scatterplot",,"4","1",1,"2",1,"4",0,2,0.666666666666667,4.44188333333333,30,0.45515,6,"5",1,"5","5",1
"107.77.164.31",2015-11-29 15:36:00,2015-11-29 15:48:00,12,"Male",44,"4-year College Degree","Manager","Information",0.560383333333333,7,"1",1,"4",1,"2",1,3,1,1.62851666666667,3,,"3",1,"3",1,"3",1,"3",0,3,0.75,"3",0.3166,2,1.09413333333333,3,"1",0,"5",0,0,0,0,0.366016666666667,3,"Log scatterplot",,"4","1",1,"2",1,"3",0,2,0.666666666666667,0.286316666666667,2,0.6619,2,"1",0,"4","4",0
"70.114.203.252",2015-11-29 15:45:00,2015-11-29 15:48:00,3,"Female",23,"4-year College Degree","None of these apply","Health Care or Pharmecuticals",0.368016666666667,8,"1",1,"4",1,"1",0,2,0.666666666666667,0.36345,5,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",0.274583333333333,2,0.562283333333333,3,"6",1,"6",1,0,2,1,0.128366666666667,3,"Ordered Table",,"5","2",0,"2",1,"2",1,2,0.666666666666667,0.119966666666667,2,0.1117,2,"3",0,"4","3",0
"132.236.193.101",2015-11-29 15:40:00,2015-11-29 15:49:00,9,"Male",31,"Masters Degree","Employee","Education",0.45465,9,"1",1,"4",1,"2",1,3,1,1.03813333333333,4,,"3",1,"3",1,"3",1,"3",0,3,0.75,"3",0.356133333333333,2,0.964633333333333,3,"6",1,"5",0,0,1,0.5,0.23145,3,"Ordered Table",,"4","1",1,"2",1,"2",1,3,1,1.81878333333333,7,0.0869,2,"1",0,"4","4",0
"99.153.249.178",2015-11-29 15:39:00,2015-11-29 15:49:00,10,"Female",31,"4-year College Degree","Employee","None of these apply",0.291716666666667,7,"1",1,"4",1,"2",1,3,1,1.05846666666667,5,,"3",1,"2",0,"2",0,"2",0,1,0.25,"1",1.95711666666667,7,1.57528333333333,4,"6",1,"6",1,0,2,1,0.21865,3,"No Log scatterplot",,"5","1",1,"2",1,"4",0,2,0.666666666666667,2.03471666666667,10,0.1539,3,"5",1,"5","5",1
"68.0.126.48",2015-11-29 15:41:00,2015-11-29 15:49:00,8,"Male",36,"2-year College Degree","Employee","Education",0.4901,7,"1",1,"4",1,"2",1,3,1,1.64501666666667,4,,"3",1,"3",1,"2",0,"3",0,2,0.5,"1",0.8487,3,0.828866666666667,4,"1",0,"6",1,0,1,0.5,0.175183333333333,3,"No Log scatterplot",,"2","2",0,"2",1,"4",0,1,0.333333333333333,0.1988,2,0.226666666666667,2,"1",0,"3","3",0
"71.169.179.105",2015-11-29 15:41:00,2015-11-29 15:50:00,9,"Male",37,"4-year College Degree","Manager","Manufacturing",0.579266666666667,8,"1",1,"4",1,"2",1,3,1,0.810933333333333,3,,"3",1,"4",0,"3",1,"4",0,2,0.5,"3",0.253633333333333,2,0.71215,3,"6",1,"6",1,0,2,1,0.318616666666667,3,"Ordered Table",,"4","1",1,"2",1,"2",1,3,1,0.288366666666667,2,0.126166666666667,2,"1",0,"5","5",0
"12.160.114.251",2015-11-29 15:42:00,2015-11-29 15:50:00,8,"Male",46,"2-year College Degree","None of these apply","None of these apply",0.817283333333333,10,"1",1,"3",0,"2",1,2,0.666666666666667,1.00728333333333,6,,"3",1,"1",0,"3",1,"1",1,3,0.75,"1",0.601033333333333,5,0.82525,7,"6",1,"6",1,0,2,1,0.295383333333333,7,"No Log scatterplot",,"4","1",1,"2",1,"3",0,2,0.666666666666667,0.588616666666667,4,0.317466666666667,6,"2",0,"4","4",0
"75.151.73.57",2015-11-29 15:41:00,2015-11-29 15:50:00,9,"Male",26,"4-year College Degree","Employee","Trade, Transportation and Utilites",0.513066666666667,18,"1",1,"4",1,"1",0,2,0.666666666666667,2.39848333333333,18,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",1.75743333333333,26,0.943716666666667,10,"6",1,"6",1,0,2,1,0.512483333333333,9,"Log scatterplot",,"3","2",0,"3",0,"1",0,0,0,0.36125,9,0.341866666666667,7,"1",0,"4","3",0
"24.233.115.18",2015-11-29 15:38:00,2015-11-29 15:50:00,12,"Female",35,"4-year College Degree","Employee","Financial Activities",0.716083333333333,13,"1",1,"4",1,"2",1,3,1,1.6523,9,,"3",1,"3",1,"2",0,"3",0,2,0.5,"3",0.281566666666667,5,0.76315,6,"6",1,"6",1,0,2,1,0.29435,8,"Log scatterplot",,"5","1",1,"2",1,"3",0,2,0.666666666666667,1.70698333333333,11,0.175266666666667,5,"4",0,"4","4",0
"76.7.23.239",2015-11-29 15:36:00,2015-11-29 15:51:00,15,"Female",68,"4-year College Degree","None of these apply","Education",0.572033333333333,7,"4",0,"1",0,"2",1,1,0.333333333333333,1.8648,5,,"3",1,"3",1,"3",1,"3",0,3,0.75,"3",2.7219,4,0.931183333333333,3,"1",0,"6",1,0,1,0.5,0.252216666666667,3,"Unordered Table",,"4","2",0,"1",0,"4",0,0,0,1.68731666666667,4,0.1126,2,"1",0,"5","5",0
"24.50.232.149",2015-11-29 15:39:00,2015-11-29 15:51:00,12,"Male",34,"Professional Degree (JD, MD)","Employee","Health Care or Pharmecuticals",0.688633333333333,6,"1",1,"4",1,"1",0,2,0.666666666666667,0.873466666666667,3,,"3",1,"2",0,"2",0,"2",0,1,0.25,"1",0.29155,2,0.789883333333333,3,"6",1,"6",1,0,2,1,0.29775,3,"Unordered Table",,"4","2",0,"1",0,"4",0,0,0,0.475183333333333,2,0.1722,2,"5",1,"4","2",1
"107.193.194.194",2015-11-29 15:41:00,2015-11-29 15:52:00,11,"Male",60,"Masters Degree","Employee","Professional and Business Services",0.604716666666667,7,"1",1,"1",0,"2",1,2,0.666666666666667,1.16288333333333,5,,"3",1,"2",0,"2",0,"2",0,1,0.25,"1",0.381066666666667,2,1.2048,5,"6",1,"7",0,0,1,0.5,0.286983333333333,3,"Log scatterplot",,"5","1",1,"2",1,"3",0,2,0.666666666666667,0.387133333333333,2,0.597833333333333,2,"1",0,"4","3",0
"74.131.157.175",2015-11-29 15:42:00,2015-11-29 15:52:00,10,"Male",19,"High School / GED","Employee","None of these apply",0.96715,13,"1",1,"2",0,"2",1,2,0.666666666666667,1.7845,9,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",1.89805,10,0.986866666666667,7,"6",1,"6",1,0,2,1,0.284333333333333,8,"Ordered Table",,"5","1",1,"2",1,"2",1,3,1,2.30831666666667,9,0.163233333333333,5,"1",0,"5","4",0
"186.176.238.22",2015-11-29 15:41:00,2015-11-29 15:53:00,12,"Male",43,"High School / GED","None of these apply","None of these apply",0.36615,6,"1",1,"4",1,"2",1,3,1,0.93265,3,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",0.304133333333333,2,1.07603333333333,3,"6",1,"6",1,0,2,1,0.438666666666667,3,"Log scatterplot",,"4","3",0,"2",1,"3",0,1,0.333333333333333,0.260133333333333,2,0.18255,2,"4",0,"5","3",0
"64.251.144.247",2015-11-29 15:42:00,2015-11-29 15:53:00,11,"Female",36,"4-year College Degree","Manager","Trade, Transportation and Utilites",0.840016666666667,8,"1",1,"4",1,"2",1,3,1,1.31261666666667,3,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",0.92505,2,1.86238333333333,3,"6",1,"6",1,0,2,1,0.256183333333333,3,"Ordered Table",,"4","1",1,"2",1,"2",1,3,1,0.441383333333333,2,0.2518,2,"2",0,"5","5",0
"162.251.59.212",2015-11-29 15:40:00,2015-11-29 15:53:00,13,"Female",32,"4-year College Degree","Employee","Health Care or Pharmecuticals",0.632833333333333,6,"1",1,"3",0,"1",0,1,0.333333333333333,1.75558333333333,4,,"3",1,"2",0,"3",1,"2",0,2,0.5,"1",0.562283333333333,2,0.65035,3,"6",1,"6",1,0,2,1,0.26795,3,"Ordered Table",,"5","2",0,"2",1,"2",1,2,0.666666666666667,0.321033333333333,2,0.435233333333333,5,"5",1,"5","5",1
"68.56.204.149",2015-11-29 15:20:00,2015-11-29 15:54:00,34,"Male",57,"4-year College Degree","None of these apply","None of these apply",1.2131,9,"1",1,"4",1,"1",0,2,0.666666666666667,1.11288333333333,4,,"3",1,"2",0,"3",1,"2",0,2,0.5,"3",0.779816666666666,2,1.77911666666667,3,"2",0,"6",1,0,1,0.5,1.12026666666667,4,"Log scatterplot",,"5","3",0,"1",0,"4",0,0,0,1.77438333333333,2,0.397283333333333,3,"1",0,"5","4",0
"24.101.113.158",2015-11-29 15:42:00,2015-11-29 15:54:00,12,"Male",50,"4-year College Degree","Manager","Manufacturing",0.644933333333333,12,"1",1,"3",0,"1",0,1,0.333333333333333,0.661716666666667,3,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",0.220133333333333,2,1.16238333333333,3,"6",1,"7",0,0,1,0.5,0.68305,3,"Log scatterplot",,"5","3",0,"2",1,"3",0,1,0.333333333333333,0.585333333333333,2,0.21145,2,"2",0,"5","4",0
"173.48.210.115",2015-11-29 15:37:00,2015-11-29 15:55:00,18,"Male",27,"4-year College Degree","Employee","Information",0.99385,10,"1",1,"4",1,"2",1,3,1,3.07343333333333,4,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",0.498433333333333,2,4.17413333333333,5,"6",1,"6",1,0,2,1,0.55015,3,"Log scatterplot",,"4","1",1,"2",1,"4",0,2,0.666666666666667,3.3904,5,0.247066666666667,2,"5",1,"4","2",1
"99.121.202.69",2015-11-29 15:44:00,2015-11-29 15:55:00,11,"Male",49,"4-year College Degree","Executive Officer","Construction",0.841683333333333,12,"1",1,"3",0,"2",1,2,0.666666666666667,0.966,9,,"3",1,"2",0,"2",0,"2",0,1,0.25,"3",1.29846666666667,10,1.52973333333333,10,"6",1,"6",1,0,2,1,0.67485,6,"Ordered Table",,"4","1",1,"2",1,"2",1,3,1,2.10236666666667,9,0.52855,5,"5",1,"5","4",1
"184.21.232.135",2015-11-29 15:41:00,2015-11-29 15:55:00,14,"Female",53,"Some College","None of these apply","None of these apply",0.588116666666667,8,"1",1,"4",1,"1",0,2,0.666666666666667,0.709166666666667,3,,"3",1,"3",1,"2",0,"3",0,2,0.5,"1",0.974866666666667,2,1.36388333333333,3,"6",1,"6",1,0,2,1,0.332983333333333,3,"No Log scatterplot",,"5","1",1,"2",1,"4",0,2,0.666666666666667,0.2291,2,0.262033333333333,2,"2",0,"5","5",0
"50.141.141.116",2015-11-29 15:41:00,2015-11-29 15:56:00,15,"Female",22,"Some College","Employee","Health Care or Pharmecuticals",0.794916666666667,19,"2",0,"4",1,"2",1,2,0.666666666666667,3.33481666666667,21,,"3",1,"2",0,"3",1,"2",0,2,0.5,"2",1.7951,22,2.85938333333333,19,"6",1,"5",0,0,1,0.5,0.5158,9,"Log scatterplot",,"4","3",0,"3",0,"2",1,1,0.333333333333333,0.164066666666667,5,0.362683333333333,5,"2",0,"5","4",0
"174.19.163.127",2015-11-29 15:49:00,2015-11-29 15:57:00,8,"Male",59,"Some College","None of these apply","None of these apply",0.5444,8,"1",1,"4",1,"2",1,3,1,0.753333333333333,4,,"3",1,"3",1,"2",0,"3",0,2,0.5,"3",0.46135,2,1.0904,3,"6",1,"6",1,0,2,1,0.238666666666667,3,"Ordered Table",,"4","1",1,"2",1,"2",1,3,1,0.337066666666667,2,0.132133333333333,2,"3",0,"4","4",0
"69.68.125.167",2015-11-29 15:51:00,2015-11-29 15:57:00,6,"Male",27,"Some College","Manager","Leisure and Hospitality",0.19235,8,"1",1,"4",1,"2",1,3,1,1.40298333333333,3,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",0.3094,2,0.441616666666667,3,"6",1,"6",1,0,2,1,0.1369,3,"No Log scatterplot",,"2","1",1,"2",1,"2",1,3,1,0.537183333333333,3,0.172166666666667,2,"3",0,"4","1",0
"174.102.6.19",2015-11-29 15:48:00,2015-11-29 15:58:00,10,"Male",25,"4-year College Degree","None of these apply","None of these apply",0.389466666666667,5,"1",1,"4",1,"2",1,3,1,0.729916666666667,4,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",0.4227,2,1.51846666666667,3,"6",1,"6",1,0,2,1,0.149233333333333,3,"No Log scatterplot",,"4","1",1,"2",1,"4",0,2,0.666666666666667,0.2289,2,0.204216666666667,2,"3",0,"4","4",0
"96.236.148.34",2015-11-29 15:50:00,2015-11-29 15:58:00,8,"Male",60,"Masters Degree","None of these apply","None of these apply",0.351066666666667,6,"1",1,"3",0,"2",1,2,0.666666666666667,0.608983333333333,5,,"3",1,"3",1,"3",1,"3",0,3,0.75,"3",0.29805,2,0.726816666666667,3,"6",1,"6",1,0,2,1,0.308533333333333,3,"Log scatterplot",,"3","1",1,"1",0,"3",0,1,0.333333333333333,1.07806666666667,6,0.361033333333333,2,"1",0,"4","4",0
"173.67.251.183",2015-11-29 15:52:00,2015-11-29 15:59:00,7,"Female",18,"High School / GED","None of these apply","Health Care or Pharmecuticals",0.728516666666667,9,"1",1,"3",0,"1",0,1,0.333333333333333,0.88265,3,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",1.1697,2,0.92465,3,"6",1,"2",0,0,1,0.5,0.227733333333333,5,"Ordered Table",,"3","2",0,"2",1,"2",1,2,0.666666666666667,0.180433333333333,2,0.0163,2,"2",0,"3","3",0
"50.133.144.205",2015-11-29 15:50:00,2015-11-29 15:59:00,9,"Male",64,"Doctoral Degree","Manager","Health Care or Pharmecuticals",0.3695,10,"1",1,"4",1,"2",1,3,1,0.591216666666667,5,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",0.406666666666667,3,0.719883333333333,5,"6",1,"6",1,0,2,1,0.284966666666667,5,"Ordered Table",,"5","2",0,"2",1,"2",1,2,0.666666666666667,0.976,2,0.132933333333333,3,"2",0,"5","5",0
"108.33.34.253",2015-11-29 15:49:00,2015-11-29 15:59:00,10,"Male",29,"High School / GED","None of these apply","None of these apply",0.908633333333333,14,"4",0,"3",0,"3",0,0,0,2.24735,7,,"1",0,"1",0,"2",0,"1",1,1,0.25,"2",1.41171666666667,7,0.7874,8,"2",0,"6",1,0,1,0.5,0.535666666666667,7,"Ordered Table",,"3","3",0,"3",0,"2",1,1,0.333333333333333,0.577833333333333,6,0.65165,6,"5",1,"4","5",1
"40.131.220.171",2015-11-29 15:41:00,2015-11-29 15:59:00,18,"Male",24,"High School / GED","Employee","Leisure and Hospitality",1.4917,19,"4",0,"4",1,"1",0,1,0.333333333333333,2.1103,31,,"3",1,"1",0,"3",1,"1",1,3,0.75,"3",2.02985,55,2.97381666666667,11,"6",1,"6",1,0,2,1,0.418866666666667,10,"Ordered Table",,"4","1",1,"2",1,"2",1,3,1,6.4813,102,0.471266666666667,4,"1",0,"4","4",0
"68.255.44.200",2015-11-29 15:52:00,2015-11-29 16:00:00,8,"Male",48,"Some College","None of these apply","Professional and Business Services",0.636266666666667,13,"1",1,"4",1,"2",1,3,1,1.51386666666667,6,,"3",1,"3",1,"3",1,"3",0,3,0.75,"2",0.500666666666667,4,1.07893333333333,8,"1",0,"6",1,0,1,0.5,0.427466666666667,8,"No Log scatterplot",,"3","1",1,"1",0,"3",0,1,0.333333333333333,0.144,5,0.389033333333333,4,"1",0,"3","3",0
