V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q56_1,Q56_2,Q56_3,Q56_4,Q7,Q5,Q2,Q53,Q10,Q54,Q57_1,Q57_2,Q57_3,Q57_4,Q45,Q25,Q60,Q59,Q27,Q20_1,Q20_2,Q20_3,Q20_4,Q21_1_TEXT,Q21_2_TEXT,Q21_3_TEXT,Q21_4_TEXT,Q21_5_TEXT,Q21_6_TEXT,Q21_7_TEXT,Q22,Q49,Q19,Q20,Q23,Q24,Q25,Q21,Q27,Q29,Q71_1,Q71_2,Q71_3,Q71_4,Q73,Q72_1_TEXT,Q72_2_TEXT,Q72_3_TEXT,Q72_4_TEXT,Q72_5_TEXT,Q72_6_TEXT,Q72_7_TEXT,Q70,Q69,Q68,Q67,Q66,Q65,Q28,Q29,Q30,Q34_1,Q34_2,Q34_3,Q34_4,Q31,Q32,Q63,Q63_TEXT,Q23_1,Q23_2,Q23_3,Q23_4,Q47,Q39,Q40,Q58,Q42,Q43,Q44,Q35_1,Q36,Q79_1,Q79_2,Q79_3,Q79_4,Q80_1_TEXT,Q80_2_TEXT,Q80_3_TEXT,Q80_4_TEXT,Q80_5_TEXT,Q80_6_TEXT,Q80_7_TEXT,Q81,Q74,Q75,Q76,Q77,Q61,Q62,Q48,Q38,Q37_1,Q37_2,LocationLatitude,LocationLongitude,LocationAccuracy
R_1DJgQU7D3VrrZ5B,Default Response Set,Anonymous,,,108.245.192.125,0,11/29/2015 17:22,11/29/2015 17:30,1,1.154,35.844,38.126,13,1,30,7,1,11,A1R93MQYAFEVX1,2.685,63.458,64.896,17,1,1,1,1,2,1.738,56.559,58.162,5,MSIE,11,Windows NT 6.3,1280x720,19.0.0,1,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; .NET4.0E; .NET4.0C; .NET CLR 3.5.30729; .NET CLR 2.0.50727; .NET CLR 3.0.30729; Tablet PC 2.0; GWX:QUALIFIED; rv:11.0) like Gecko,1,1,1,,,,,,3,2,1.854,43.429,47.193,7,1,MSIE,11,Windows NT 6.3,1280x720,19.0.0,1,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; .NET4.0E; .NET4.0C; .NET CLR 3.5.30729; .NET CLR 2.0.50727; .NET CLR 3.0.30729; Tablet PC 2.0; GWX:QUALIFIED; rv:11.0) like Gecko,1,,,,,,2,1,1,6.961,23.086,24.424,7,6,6,3,,2.038,114.542,124.259,7,1,1,,1,,,1,2,1,1.844,46.819,48.183,6,MSIE,11,Windows NT 6.3,1280x720,19.0.0,1,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; .NET4.0E; .NET4.0C; .NET CLR 3.5.30729; .NET CLR 2.0.50727; .NET CLR 3.0.30729; Tablet PC 2.0; GWX:QUALIFIED; rv:11.0) like Gecko,1,,1,,,2,2,1,5,3,3,34.09049988,-118.1343994,-1
R_2fBgtfaoiEJMEpA,Default Response Set,Anonymous,,,71.49.187.69,0,11/29/2015 17:19,11/29/2015 17:30,1,2.071,62.219,64.492,9,2,17,3,6,11,A3921JMQDGZDIO,68.331,144.717,150.556,3,1,1,1,4,1,53.234,92.682,93.708,3,Chrome,46.0.2490.86,Windows NT 6.1,1600x900,19.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,1,,,1,,,,3,3,21.045,66.242,67.389,3,1,Chrome,46.0.2490.86,Windows NT 6.1,1600x900,19.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",,,,1,,,4,1,1,30.839,57.9,60.216,3,6,7,3,,96.212,125.333,126.412,2,1,1,1,,,,1,2,3,49.292,62.434,63.773,2,Chrome,46.0.2490.86,Windows NT 6.1,1600x900,19.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,1,,,,2,3,1,1,5,3,35.07850647,-78.93360138,-1
R_1nVfXSybzbSKmhi,Default Response Set,Anonymous,,,74.132.21.138,0,11/29/2015 17:17,11/29/2015 17:30,1,0.902,26.424,29.981,8,2,19,2,6,11, A3HNKN92O6Y0OQ,80.829,227.83,229.244,4,1,1,1,4,2,170.085,248.268,249.197,5,Chrome,46.0.2490.86,Windows NT 6.3,960x540,19.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,1,,1,,,,,3,3,15.786,66.983,68.041,3,1,Chrome,46.0.2490.86,Windows NT 6.3,960x540,19.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",,1,,,,,3,1,1,18.331,30.292,31.437,6,4,6,3,,62.971,74.175,81.96,2,1,1,,,1,,1,3,2,33.149,38.739,40.246,2,Chrome,46.0.2490.86,Windows NT 6.3,960x540,19.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,,,1,,2,2,1,5,4,4,38.9223938,-84.54709625,-1
R_28Ja9NcS8T9Vodj,Default Response Set,Anonymous,,,73.208.136.167,0,11/29/2015 17:21,11/29/2015 17:30,1,3.891,23.438,25.766,11,2,15,5,6,11,A3CTNA85L9ZWKT,2.605,95.562,96.991,8,1,1,1,4,2,2.075,93.521,94.663,5,Chrome,46.0.2490.86,Windows NT 6.1,1600x900,19.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,1,1,,,,,,3,3,4.305,62.312,64.11,13,1,Chrome,46.0.2490.86,Windows NT 6.1,1600x900,19.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,,,,,,2,1,3,4.772,20.387,21.594,6,6,7,3,,10.027,151.076,153.883,12,1,1,,,,1,1,4,1,17.348,36.973,37.983,8,Chrome,46.0.2490.86,Windows NT 6.1,1600x900,19.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,,,,1,2,2,1,5,4,4,42.0428009,-88.07980347,-1
R_2CVMxwcFAf73jXk,Default Response Set,Anonymous,,,23.119.41.19,0,11/29/2015 17:25,11/29/2015 17:32,1,0.962,15.045,21.596,6,2,17,6,5,9,APF25EPJLQ3PV,21.586,88.195,88.97,4,1,1,1,1,2,47.524,61.562,64.535,2,Chrome,46.0.2490.76,Android 5.0,360x640,-1,1,"Mozilla/5.0 (Linux; Android 5.0; SAMSUNG-SM-N900A Build/LRX21V) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.76 Mobile Safari/537.36",1,1,,,,,,1,3,4,10.892,55.046,56.8,3,1,Chrome,46.0.2490.76,Android 5.0,360x640,-1,1,"Mozilla/5.0 (Linux; Android 5.0; SAMSUNG-SM-N900A Build/LRX21V) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.76 Mobile Safari/537.36",,,1,,,,3,1,3,10.494,18.951,19.631,3,6,6,3,,78.447,97.554,98.818,2,1,1,1,,,,1,4,1,24.57,33.791,34.882,2,Chrome,46.0.2490.76,Android 5.0,360x640,-1,1,"Mozilla/5.0 (Linux; Android 5.0; SAMSUNG-SM-N900A Build/LRX21V) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.76 Mobile Safari/537.36",1,1,,,,2,3,1,5,4,4,35.19110107,-86.16149902,-1
R_ukXntpkxfJqXO8N,Default Response Set,Anonymous,,,104.9.22.203,0,11/29/2015 17:16,11/29/2015 17:34,1,2.032,73.149,75.057,18,1,27,3,6,11,ASV33FR0JH283,23.518,147.416,149.52,11,1,1,1,4,3,5.799,117.727,119.311,9,Firefox,42,Windows NT 6.3,1366x768,19.0.0,1,Mozilla/5.0 (Windows NT 6.3; rv:42.0) Gecko/20100101 Firefox/42.0,1,1,,1,,,,,3,4,14.552,134.764,138.344,10,1,Firefox,42,Windows NT 6.3,1366x768,19.0.0,1,Mozilla/5.0 (Windows NT 6.3; rv:42.0) Gecko/20100101 Firefox/42.0,,1,,,,,3,1,2,10.19,41.277,42.55,9,6,6,3,,5.126,365.911,367.347,23,1,1,,,,1,1,5,1,10.017,80.409,82.713,8,Firefox,42,Windows NT 6.3,1366x768,19.0.0,1,Mozilla/5.0 (Windows NT 6.3; rv:42.0) Gecko/20100101 Firefox/42.0,1,,,,1,2,2,1,3,4,3,39.14959717,-119.717804,-1
R_1n6mb6wSGrMmT77,Default Response Set,Anonymous,,,99.108.83.14,0,11/29/2015 17:27,11/29/2015 17:34,1,1.143,30.776,34.321,26,1,37,5,5,3,AE73DZ1B5ELB,15.637,74.355,75.337,10,1,1,1,4,2,1.138,85.826,87.037,13,MSIE,11,Windows NT 10.0,1455x818,19.0.0,1,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; .NET4.0C; .NET4.0E; .NET CLR 2.0.50727; .NET CLR 3.0.30729; .NET CLR 3.5.30729; rv:11.0) like Gecko,1,1,1,,,,,,3,2,2.607,76.686,77.515,10,1,MSIE,11,Windows NT 10.0,1455x818,19.0.0,1,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; .NET4.0C; .NET4.0E; .NET CLR 2.0.50727; .NET CLR 3.0.30729; .NET CLR 3.5.30729; rv:11.0) like Gecko,1,,,,,,2,1,3,3.316,22.749,23.724,7,6,6,3,,0.965,93.364,94.585,10,1,1,,,,1,1,2,1,1.998,33.47,34.489,4,MSIE,11,Windows NT 10.0,1455x818,19.0.0,1,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; .NET4.0C; .NET4.0E; .NET CLR 2.0.50727; .NET CLR 3.0.30729; .NET CLR 3.5.30729; rv:11.0) like Gecko,1,,,,1,2,2,1,1,4,2,35.32699585,-97.55509949,-1
R_2ZZTAIHN9kdsevr,Default Response Set,Anonymous,,,45.19.154.69,0,11/29/2015 17:22,11/29/2015 17:36,1,1.302,66.771,67.913,20,2,38,3,4,11,A163MRYD9B6X8O,5.715,103.212,114.189,34,1,1,1,3,2,8.988,114.271,115.537,21,Chrome,46.0.2490.86,Windows NT 6.3,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,1,1,,,,,,3,3,10.279,97.43,98.803,10,1,Chrome,46.0.2490.86,Windows NT 6.3,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,,,,,,2,1,1,8.293,40.203,41.442,7,6,6,3,,49.732,222.875,224.421,13,1,1,,,1,,1,4,1,4.299,50.289,51.324,7,Chrome,46.0.2490.86,Windows NT 6.3,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,,,1,,2,2,1,1,4,5,36.35549927,-95.60289764,-1
R_phYXaYgbITCVHTr,Default Response Set,Anonymous,,,67.149.185.242,0,11/29/2015 17:30,11/29/2015 17:36,1,1.229,25.249,27.278,8,2,26,6,6,11,AO3FI6Z8E1HWD,16.859,64.435,65.133,4,1,1,1,1,2,45.371,58.53,59.497,3,Chrome,46.0.2490.86,Windows NT 6.1,1680x1050,19.0.0,1,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,1,,,,1,,,3,4,8.144,83.15,84.414,5,1,Chrome,46.0.2490.86,Windows NT 6.1,1680x1050,19.0.0,1,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",,,,,1,,3,1,1,7.641,17.115,18.067,3,6,7,3,,81.724,89.309,90.115,2,1,1,,,,1,1,3,1,10.676,16.67,17.854,2,Chrome,46.0.2490.86,Windows NT 6.1,1680x1050,19.0.0,1,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,,,,1,2,2,1,5,4,5,40.04859924,-83.07260132,-1
R_2e5siAvzwKgY2hE,Default Response Set,Anonymous,,,209.58.128.137,0,11/29/2015 17:26,11/29/2015 17:36,1,1.732,47.325,50.762,9,1,52,6,5,2,A3A2IFA1WCMOQT,24.547,77.777,79.042,4,1,1,1,4,2,62.598,92.181,95.866,3,Chrome,46.0.2490.86,Windows NT 10.0,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,1,,,,1,,,3,3,12.798,66.406,69.306,3,1,Chrome,46.0.2490.86,Windows NT 10.0,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",,,,,1,,3,1,1,10.672,30.167,41.514,3,6,5,3,,160.753,189.992,191.848,2,1,1,1,,,,1,5,1,18.195,56.595,57.648,3,Chrome,46.0.2490.86,Windows NT 10.0,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,1,,,,2,3,1,5,5,5,37.3874054,-121.9024048,-1
R_2tifQzU1YOG4XVM,Default Response Set,Anonymous,,,24.129.25.186,0,11/29/2015 17:26,11/29/2015 17:39,1,1.449,30.82,31.936,9,2,14,2,5,11,A3HNOR4JR6HELF,37.906,109.138,123.147,4,1,1,1,4,1,112.362,134.412,135.334,2,MSIE,11,Windows NT 6.1,1600x900,-1,1,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; BRI/2; .NET4.0C; GWX:QUALIFIED; rv:11.0) like Gecko,1,1,1,,,,,,3,3,29.424,108.872,111.28,3,1,MSIE,11,Windows NT 6.1,1600x900,-1,1,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; BRI/2; .NET4.0C; GWX:QUALIFIED; rv:11.0) like Gecko,1,,,,,,3,1,1,9.271,34.991,36.539,3,6,7,3,,195.368,209.594,214.702,2,1,1,1,,,,1,5,1,16.526,32.902,34.726,2,MSIE,11,Windows NT 6.1,1600x900,-1,1,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; BRI/2; .NET4.0C; GWX:QUALIFIED; rv:11.0) like Gecko,1,1,,,,2,3,1,5,5,5,29.75959778,-81.30290222,-1
R_2rT5XDNmXfnXwsI,Default Response Set,Anonymous,,,67.233.64.154,0,11/29/2015 17:26,11/29/2015 17:39,1,2.165,66.521,68.814,9,2,38,5,5,6,A1XIXFVPISZ2PJ,27.271,98.871,100.905,5,1,1,1,4,2,92.564,117.156,118.896,2,MSIE,11,Windows NT 6.3,1333x750,19.0.0,1,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; .NET4.0E; .NET4.0C; .NET CLR 3.5.30729; .NET CLR 2.0.50727; .NET CLR 3.0.30729; GWX:DOWNLOADED; MATBJS; rv:11.0) like Gecko,1,1,,1,,,,,3,3,22.738,85.154,87.294,3,1,MSIE,11,Windows NT 6.3,1333x750,19.0.0,1,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; .NET4.0E; .NET4.0C; .NET CLR 3.5.30729; .NET CLR 2.0.50727; .NET CLR 3.0.30729; GWX:DOWNLOADED; MATBJS; rv:11.0) like Gecko,,1,,,,,3,1,1,13.439,31.439,34.091,3,1,6,3,,12.018,310.233,312.57,5,1,1,,,,1,1,3,1,23.008,35.081,36.637,2,MSIE,11,Windows NT 6.3,1333x750,19.0.0,1,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; .NET4.0E; .NET4.0C; .NET CLR 3.5.30729; .NET CLR 2.0.50727; .NET CLR 3.0.30729; GWX:DOWNLOADED; MATBJS; rv:11.0) like Gecko,1,,,,1,1,2,1,1,4,3,37.9875946,-78.6085968,-1
R_1dK7S8jKrBSFulT,Default Response Set,Anonymous,,,70.114.29.202,0,11/29/2015 17:29,11/29/2015 17:40,1,9.823,38.623,47.932,6,1,18,3,5,9,A25M8E1A9XVR5A,40.057,106.495,107.423,3,1,1,1,1,2,105.661,152.469,153.419,2,Chrome,46.0.2490.86,Macintosh,1680x1050,19.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,1,,,,1,,,3,3,9.978,54.51,56.947,3,1,Chrome,46.0.2490.86,Macintosh,1680x1050,19.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",,,,,1,,3,1,3,21.83,44.218,45.858,3,6,6,3,,75.242,110.696,148.68,2,1,1,,,,1,1,5,1,20.283,31.745,32.81,2,Chrome,46.0.2490.86,Macintosh,1680x1050,19.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,,,,1,2,2,1,3,5,5,29.70440674,-98.07420349,-1
R_3OdhdWGUl7Ld4vE,Default Response Set,Anonymous,,,173.216.187.69,0,11/29/2015 17:27,11/29/2015 17:40,1,1.625,46.721,50.442,16,1,37,3,5,11,A3T9O5YB2YF110    ,30.803,91.419,93.015,6,1,4,1,4,1,2.003,117.573,119.721,7,Firefox,42,Windows NT 6.3,1252x704,19.0.0,1,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0,1,1,,,,1,,,3,1,15.415,78.708,80.161,11,1,Firefox,42,Windows NT 6.3,1252x704,19.0.0,1,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0,,,,,1,,3,1,1,9.51,32.373,33.227,8,6,6,3,,5.601,239.667,241.478,8,1,1,,,1,,1,4,1,16.344,64.819,66.143,10,Firefox,42,Windows NT 6.3,1252x704,19.0.0,1,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0,1,,,1,,2,2,1,1,4,5,35.88639832,-90.64250183,-1
R_1NzGlEge8PYxGqR,Default Response Set,Anonymous,,,71.113.46.59,0,11/29/2015 17:30,11/29/2015 17:40,1,10.558,87.707,99.477,9,2,28,4,5,6,A100VV1V2XDQI7,36.563,133.463,135.053,3,1,3,1,4,2,57.087,110.221,111.032,3,Firefox,42,Windows NT 10.0,1366x768,19.0.0,1,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0,1,1,,,,,,1,3,3,11.095,42.951,45.346,3,1,Firefox,42,Windows NT 10.0,1366x768,19.0.0,1,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0,,,1,,,,3,1,1,5.647,25.565,26.919,5,6,6,3,,52.376,85.144,86.979,3,1,1,,,,1,1,4,3,28.248,39.534,41.319,4,Firefox,42,Windows NT 10.0,1366x768,19.0.0,1,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0,1,,,,1,2,2,1,4,4,4,38.49819946,-78.8667984,-1
R_2yru46hi4oWopSV,Default Response Set,Anonymous,,,96.252.183.127,0,11/29/2015 17:28,11/29/2015 17:41,1,0.873,19.065,26.532,12,2,8,3,6,11,AWQ1WBA5BZZ6P,30.607,174.789,175.894,10,1,1,1,4,2,24.207,53.747,54.858,5,Chrome,46.0.2490.86,Windows NT 10.0,1280x720,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,1,,,,1,,,3,3,11.978,112.122,118.892,10,1,Chrome,46.0.2490.86,Windows NT 10.0,1280x720,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",,,,,1,,3,1,3,19.508,76.925,77.996,10,4,5,3,,168.024,200.963,201.974,5,1,1,,,1,,1,4,1,21.464,32.228,34.21,4,Chrome,46.0.2490.86,Windows NT 10.0,1280x720,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,,,1,,2,2,1,3,4,2,28.21580505,-82.6595993,-1
R_8qvtF10YhoBVSnv,Default Response Set,Anonymous,,,71.69.185.185,0,11/29/2015 17:24,11/29/2015 17:44,1,48.013,106.138,109.158,11,2,12,3,5,11,A3UYMPIPQ0CDWR,13.272,309.932,312.625,9,1,2,1,4,2,19.336,154.249,162.033,10,Chrome,46.0.2490.71,CrOS x86_64 7390.61.0,1536x864,19.0.0,1,"Mozilla/5.0 (X11; CrOS x86_64 7390.61.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.71 Safari/537.36",1,1,,,,1,,,3,3,6.578,206.278,207.044,13,1,Chrome,46.0.2490.71,CrOS x86_64 7390.61.0,1536x864,19.0.0,1,"Mozilla/5.0 (X11; CrOS x86_64 7390.61.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.71 Safari/537.36",,,,,1,,3,1,1,11.341,37.09,38.081,7,6,7,3,,4.321,200.662,203.233,5,1,1,,1,,,1,2,1,25.729,59.877,61.44,3,Chrome,46.0.2490.71,CrOS x86_64 7390.61.0,1536x864,19.0.0,1,"Mozilla/5.0 (X11; CrOS x86_64 7390.61.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.71 Safari/537.36",1,,1,,,2,3,1,5,5,5,35.96659851,-79.04100037,-1
R_2c6Jp7ALBQ8oAdS,Default Response Set,Anonymous,,,76.125.33.80,0,11/29/2015 17:28,11/29/2015 17:45,1,0.969,40.999,43.524,8,2,45,3,5,4,A3J9EHZQ9PERAX,96.879,209.951,211.647,3,1,1,1,4,2,52.078,183.398,191.909,3,Chrome,46.0.2490.86,Windows NT 6.3,1440x900,19.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,1,,,,,,1,3,3,38.272,155.704,158.839,3,1,Chrome,46.0.2490.86,Windows NT 6.3,1440x900,19.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",,,1,,,,3,1,3,17.274,51.209,53.055,4,6,6,3,,141.407,259.278,261.683,7,1,1,1,,,,1,4,1,34.546,73.715,83.553,2,Chrome,46.0.2490.86,Windows NT 6.3,1440x900,19.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,1,,,,2,3,1,3,4,4,37.97529602,-121.3244019,-1
R_2YhMSnA5RIDo1l3,Default Response Set,Anonymous,,,69.47.243.103,0,11/29/2015 17:40,11/29/2015 17:46,1,1.31,20.096,21.783,8,1,17,5,4,5,A14WLAP6TCEKO0,6.71,79.856,94.049,3,1,1,1,1,2,50.676,105.019,105.703,4,Chrome,46.0.2490.86,Windows NT 10.0,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,1,,,,1,,,3,3,10.187,43.526,44.395,3,1,Chrome,46.0.2490.86,Windows NT 10.0,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",,,,,1,,3,4,1,7.159,20.281,21.567,4,6,6,3,,0.123,26.166,28.627,6,1,1,,,,1,1,2,1,31.697,36.872,37.642,2,Chrome,46.0.2490.86,Windows NT 10.0,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,,,,1,2,2,1,3,3,2,41.6934967,-87.61450195,-1
R_1OUEvmfWscWIAYR,Default Response Set,Anonymous,,,75.139.71.39,0,11/29/2015 17:30,11/29/2015 17:47,1,1.828,34.43,37.43,7,2,44,5,5,4,A1GALUUV10AQZW,39.336,129.123,130.73,3,1,1,1,4,2,108.918,221.282,225.41,2,Firefox,42,Windows NT 6.1,1600x900,19.0.0,1,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0,1,1,,,,,,1,3,3,32.936,117.07,118.284,3,1,Firefox,42,Windows NT 6.1,1600x900,19.0.0,1,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0,,,1,,,,3,1,1,14.707,46.569,48.479,3,6,6,3,,102.604,308.07,309.309,5,1,1,,,1,,1,2,1,87.637,101.586,102.826,2,Firefox,42,Windows NT 6.1,1600x900,19.0.0,1,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0,1,,,1,,2,2,1,5,4,4,34.69450378,-82.27890015,-1
R_1FJ7mbi2Go8bBKW,Default Response Set,Anonymous,,,73.249.49.140,0,11/29/2015 17:27,11/29/2015 17:47,1,1.45,47.593,49.992,10,2,24,5,6,11,A1L00PO1P8D6E3,73.444,192.188,195.349,11,1,2,1,3,2,208.381,254.109,258.304,3,Safari,9.0.1,Macintosh,1280x800,19.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.2.7 (KHTML, like Gecko) Version/9.0.1 Safari/537.86.2",1,1,,,,,,1,3,3,25.818,100.976,109.26,3,1,Safari,9.0.1,Macintosh,1280x800,19.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.2.7 (KHTML, like Gecko) Version/9.0.1 Safari/537.86.2",,,1,,,,3,2,3,8.313,34.164,37.224,3,6,6,3,,341.004,405.473,410.347,2,1,1,,,1,,1,5,1,43.152,81.882,84.416,3,Safari,9.0.1,Macintosh,1280x800,19.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.2.7 (KHTML, like Gecko) Version/9.0.1 Safari/537.86.2",1,,,1,,2,2,1,1,5,5,42.42630005,-71.45420074,-1
